,COMID,Date,Time,HUC_12,State,Temp.C,pH.std_units,Alkalinity.ueq/kgw,pCO2.uatm,CO2.mg/l
993,24407755,2011-10-05,12:05:00,170200151009,WA,14.4,8.2,3976.418,1346.62019616404,2.75349996653135
994,24407755,2000-05-24,14:28:00,170200151009,WA,20.0,8.56,2997.3,469.767939117903,0.809466032011352
995,24407755,2005-04-05,08:30:00,170200151009,WA,9.1,8.2,4176.238,1326.88916576529,3.23738602682561
996,24407755,2017-04-05,08:40:00,170200151009,WA,11.0,8.5,4535.914,727.606063881374,1.6633463731479
997,24407755,1999-11-01,14:03:00,170200151009,WA,10.6,8.4,3157.156,643.198796320119,1.49066553351565
998,24407755,2007-10-03,09:30:00,170200151009,WA,13.3,8.0,3456.886,1845.22325534937,3.90944197586589
999,24407755,2010-05-19,12:05:00,170200151009,WA,14.0,8.0,2517.732,1364.14536084206,2.82581450558111
1000,24407755,2013-02-12,09:46:00,170200151009,WA,5.4,8.2,4595.86,1399.87874616441,3.89909774931126
1001,24407755,2010-03-24,12:15:00,170200151009,WA,13.0,8.4,4416.022,918.137096788225,1.96412354323374
1002,24407755,2015-06-08,10:20:00,170200151009,WA,24.1,7.7,2957.336,3668.7292843033,5.62865483616433
1003,24407755,2012-05-23,12:20:00,170200151009,WA,15.9,8.4,3336.994,723.385126615007,1.41081460085619
1004,24407755,2012-07-11,11:40:00,170200151009,WA,24.0,8.2,3057.246,1182.79798399363,1.81963608417387
1005,24407755,2020-03-03,13:28:00,170200151009,WA,10.0,8.24,4575.878,1335.07366378042,3.15758693718386
1006,24407755,2011-04-13,11:35:00,170200151009,WA,8.8,8.5,2417.822,383.697245932453,0.946184295629537
1007,24407755,2009-02-04,13:56:00,170200151009,WA,4.0,8.5,4595.86,684.768246454341,2.0095000766933
1008,24407755,2008-07-16,14:15:00,170200151009,WA,21.8,8.5,2877.408,533.127037380011,0.872187759623292
1009,24407755,2012-02-08,11:40:00,170200151009,WA,10.6,8.2,4555.896,1469.47376252827,3.40507801208072
1010,24407755,2014-02-05,11:05:00,170200151009,WA,2.4,7.1,4575.878,17185.2678804278,53.6103611563289
1011,24407755,2000-10-11,12:15:00,170200151009,WA,14.3,8.5,3157.156,530.736779589774,1.08879846586204
1012,24407755,2009-04-08,12:50:00,170200151009,WA,13.1,8.2,4436.004,1474.74949090777,3.14457823721272
1013,24407755,2013-10-29,12:00:00,170200151009,WA,10.0,7.6,3317.012,4298.91433904423,10.1689076948727
1014,24407755,2014-10-14,10:25:00,170200151009,WA,15.6,7.8,3376.958,2951.57479212834,5.81072040841675
1015,24407755,2014-06-04,10:40:00,170200151009,WA,19.7,7.9,2897.39,2126.95256737044,3.69744463508639
1016,24407755,2015-02-04,10:10:00,170200151009,WA,5.6,8.0,4635.824,2251.02608672955,6.22379657770841
1017,24407755,2009-10-07,12:40:00,170200151009,WA,13.7,8.4,2597.66,550.942264066752,1.15234655707803
1018,24407755,2020-05-18,14:12:00,170200151009,WA,17.7,8.5,3157.156,553.473179538351,1.02130599629161
1019,24407755,2014-07-16,11:00:00,170200151009,WA,25.8,8.3,2817.462,885.697793200032,1.29778906829898
1020,24407755,2008-10-07,14:02:00,170200151009,WA,15.2,8.3,3257.066,885.630926110245,1.76561843928113
1021,24407755,2000-07-18,15:18:00,170200151009,WA,24.5,8.8,2717.552,253.488495087113,0.384683282842768
1022,24407755,2012-04-04,12:40:00,170200151009,WA,11.3,8.0,4495.95,2328.7951869253,5.2703564047603
1023,947020549,2010-02-10,10:30:00,170200150601,WA,12.7,7.8,8492.35,6991.14941715813,15.0964525587447
1024,947020549,2015-08-03,11:10:00,170200150601,WA,20.0,7.5,3536.814,6552.86855335684,11.2907873205007
1025,947020549,2016-03-16,10:30:00,170200150601,WA,12.0,7.25,4515.932,13353.3926346752,29.5225364209957
1026,947020549,2011-10-18,11:10:00,170200150601,WA,14.2,7.3,5495.05,14809.483724941,30.4709459508907
1027,947020549,2009-06-15,11:15:00,170200150601,WA,18.0,7.9,2577.678,1853.71092176432,3.38993708728353
1028,947020549,2015-02-11,10:10:00,170200150601,WA,12.3,7.3,4795.68,12664.6463079852,27.7221378673259
1029,947020549,2008-04-07,12:15:00,170200150601,WA,11.1,7.9,5714.852,3701.861392235,8.43311070727153
1030,947020549,2007-06-12,12:00:00,170200150601,WA,17.1,7.8,4795.68,4240.30160438393,7.96741932236983
1031,947020549,2013-04-15,12:10:00,170200150601,WA,9.7,6.8,1474.6716,12216.3024485747,29.2026857214173
1032,947020549,2007-07-24,11:00:00,170200150601,WA,17.4,7.9,3736.634,2645.93342827402,4.9268933752784
1033,947020549,2012-04-16,11:30:00,170200150601,WA,10.4,7.6,2677.588,3501.1929329752,8.17015230602475
1034,947020549,2012-06-04,11:20:00,170200150601,WA,14.2,7.8,4076.328,3485.72394291402,7.17314052882388
1035,947020549,2015-10-21,10:20:00,170200150601,WA,14.6,8.0,4475.968,2414.044836271,4.90444635161394
1036,947020549,2012-02-15,09:15:00,170200150601,WA,9.0,8.0,5814.762,2913.85387144229,7.13274478739997
1037,947020549,2006-07-19,11:00:00,170200150601,WA,16.3,8.1,3596.76,1578.70230159198,3.04078465131785
1038,947020549,2017-06-21,13:03:00,170200150601,WA,18.9,7.86,2677.588,2136.77059265243,3.80353615963072
1039,947020549,1999-07-14,12:45:00,170200150601,WA,19.0,8.1,4236.184,1919.0767572351,3.40526579400177
1040,947020549,2013-11-06,09:30:00,170200150601,WA,13.2,7.9,4695.77,3135.32348994069,6.6634533471221
1041,947020549,2011-06-20,10:35:00,170200150601,WA,16.3,8.2,4455.986,1541.35330076295,2.96854415966636
1042,947020549,2010-10-18,10:45:00,170200150601,WA,14.0,7.8,5255.266,4455.4773721582,9.22656346040263
1043,947020549,2004-07-19,10:30:00,170200150601,WA,18.9,8.2,3197.12,1152.50313888415,2.05137164447316
1044,947020549,2007-04-19,12:00:00,170200150601,WA,10.7,8.0,4595.86,2362.52286211323,5.45591314898009
1045,947020549,2015-06-16,10:50:00,170200150601,WA,19.3,8.2,2357.876,859.596184922164,1.51211838907756
1046,947020549,2007-02-06,11:30:00,170200150601,WA,10.2,7.96,8872.008,4886.26698551945,11.4720429897829
1047,947020549,2017-05-02,13:05:00,170200150601,WA,12.4,7.87,1638.524,1185.14431836922,2.58659911254833
1048,947020549,2017-02-21,13:00:00,170200150601,WA,11.5,8.2,4895.59,1592.90298469469,3.58068452956234
1049,947020549,2009-02-11,11:00:00,170200150601,WA,12.1,7.9,7872.908,5115.22373012849,11.2672039371976
1050,947020549,2003-02-12,09:25:00,170200150601,WA,8.7,8.3,7812.962,1924.59027148009,4.75959912619177
1051,947020549,2008-06-16,13:32:00,170200150601,WA,16.8,8.5,2437.804,424.764960795882,0.805720071659098
1052,947020549,2009-07-20,11:45:00,170200150601,WA,20.0,8.1,3277.048,1513.26341167973,2.60746730586331
1053,947020549,2011-07-25,11:25:00,170200150601,WA,17.2,7.8,2697.57,2418.14639790499,4.53085747316462
1054,947020549,2014-04-28,12:00:00,170200150601,WA,14.3,7.9,3416.922,2329.49494728313,4.77881287389004
1055,947020549,2014-07-28,10:30:00,170200150601,WA,19.6,7.6,2837.444,4168.3005974804,7.26747753790484
1056,947020549,2014-06-16,10:55:00,170200150601,WA,14.3,7.8,3057.246,2633.64947827913,5.40299467021626
1057,947020549,2020-07-20,11:30:00,170200150601,WA,19.9,7.62,4236.184,5915.85547577692,10.2222443310512
1058,947020549,2016-03-29,13:20:00,170200150601,WA,16.8,7.59,4775.698,6837.74787801742,12.9668391614346
1059,947020549,2002-07-22,12:00:00,170200150601,WA,22.5,8.0,3137.174,1894.30582364767,3.03825207420595
1060,947020549,2018-10-17,14:30:00,170200150601,WA,17.6,8.1,4336.094,1927.31013882547,3.56674511618574
1061,947020549,2016-05-25,14:55:00,170200150601,WA,20.5,8.4,2597.66,600.606409305778,1.02000208622782
1062,947020549,2018-05-29,12:52:00,170200150601,WA,18.0,8.2,3017.282,1076.15313030152,1.96788851659645
1063,947020549,2005-04-12,10:30:00,170200150601,WA,9.1,7.7,4975.518,5019.26003965683,12.2450636609868
1064,947020549,2008-07-28,12:45:00,170200150601,WA,17.2,8.3,4096.31,1136.50920598803,2.1291091275469
1065,947020549,2008-02-13,12:05:00,170200150601,WA,9.7,8.0,7932.854,3972.37643723425,9.48871645436346
1066,947020549,2012-07-23,11:20:00,170200150601,WA,16.7,8.1,2697.57,1197.17490475056,2.27781789623714
1067,947020549,2006-06-13,11:30:00,170200150601,WA,16.5,8.2,5015.482,1734.22647783307,3.31917175112633
1068,947020549,2006-05-03,12:00:00,170200150601,WA,13.0,8.0,2357.876,1263.35362786168,2.70329007458436
1069,947020549,2015-04-27,10:50:00,170200150601,WA,7.8,7.7,2877.408,2894.40018130674,7.39288980008135
1070,947020549,2013-06-24,11:20:00,170200150601,WA,17.3,7.9,4276.148,3014.76831257931,5.6304807026993
1071,947020549,2020-02-26,11:48:00,170200150601,WA,12.7,8.0,5654.906,2961.80255984765,6.39770572223735
1072,947020549,2001-05-23,11:20:00,170200150601,WA,17.7,8.2,2837.444,1009.30044340413,1.86250805608153
1073,947020549,2016-10-18,14:15:00,170200150601,WA,15.8,7.42,3996.4,8398.14316494426,16.4289581291844
1074,947020549,2017-10-18,13:23:00,170200150601,WA,14.0,7.67,4595.86,5280.9466007006,10.9368178776298
1075,947020549,2005-06-20,11:00:00,170200150601,WA,16.7,7.8,3976.418,3512.93075533164,6.68293743586464
1076,947020549,2010-07-26,10:45:00,170200150601,WA,19.2,8.0,3596.76,2069.6898630998,3.65106858161275
1077,947020549,2013-07-29,11:05:00,170200150601,WA,18.6,7.8,2917.372,2660.26909090791,4.77782023908752
1078,947020549,2009-10-19,12:40:00,170200150601,WA,14.9,8.2,3656.706,1248.42279103866,2.51250316642215
1079,947020549,2013-02-25,10:00:00,170200150601,WA,9.7,7.5,6474.168,10367.9051922361,24.7698467595661
1080,947020549,2014-10-20,11:15:00,170200150601,WA,16.2,7.7,4775.698,5260.83543020053,10.1631839474739
1081,947020549,2004-06-16,11:00:00,170200150601,WA,16.9,8.8,3536.814,298.326922616291,0.564068473184962
1082,947020549,2012-10-15,11:15:00,170200150601,WA,16.0,8.0,5055.446,2767.19896398677,5.3790064332868
1083,947020549,2003-07-14,12:15:00,170200150601,WA,19.7,8.0,3157.156,1834.0697402793,3.18820563573918
1084,947020549,1999-06-01,12:45:00,170200150601,WA,17.0,8.1,3177.138,1410.88599141895,2.65964790511765
1085,947020549,2009-04-20,11:35:00,170200150601,WA,19.4,8.6,6394.24,886.51222883205,1.55410527386636
1086,947020549,2016-07-18,10:44:00,170200150601,WA,16.7,7.37,3676.688,8789.91597900567,16.7223862484518
1087,947020549,2018-08-15,14:36:00,170200150601,WA,20.3,7.56,3836.544,6202.66454288232,10.5938614194964
1088,947020549,2006-10-17,11:30:00,170200150601,WA,13.1,8.0,3197.12,1705.15267968366,3.636394124611
1089,947020549,2000-07-19,12:00:00,170200150601,WA,19.7,8.1,3416.922,1570.08804684551,2.72923513545821
1090,947020549,2003-10-08,12:30:00,170200150601,WA,16.4,8.2,5734.834,1973.49324015638,3.78849290553886
1091,947020549,2010-06-01,11:20:00,170200150601,WA,15.6,8.0,4855.626,2646.92195923669,5.21005338697634
1092,947020549,2007-10-10,11:30:00,170200150601,WA,16.4,7.6,5654.906,7837.09108072921,15.0450211957961
1093,947020549,2000-05-30,14:00:00,170200150601,WA,15.3,8.35,3257.066,788.622579792199,1.56726986346896
1094,947020549,2008-10-15,11:27:00,170200150601,WA,12.3,8.0,3916.472,2059.60365554169,4.50879100858326
1095,947020549,2003-04-14,10:00:00,170200150601,WA,11.4,8.5,3916.472,633.343018784481,1.42862152463166
1096,947020549,2020-05-12,12:15:00,170200150601,WA,16.8,9.03,2557.696,123.068476399975,0.233436413736886
1097,947020549,2001-10-29,13:43:00,170200150601,WA,10.1,8.4,5235.284,1048.06258171879,2.47010518348948
1098,947020549,2002-06-03,11:00:00,170200150601,WA,16.8,8.08,4735.734,2177.86080177032,4.13001314617168
1099,947020549,2005-07-18,10:30:00,170200150601,WA,18.6,8.1,3197.12,1449.68739381015,2.60353613888002
1100,947020549,2018-02-20,14:30:00,170200150601,WA,9.7,8.07,5375.158,2312.53632123954,5.5255336444196
1101,947020549,2004-02-04,08:30:00,170200150601,WA,7.8,7.6,7852.926,9716.00932417028,24.8024249623819
1102,947020549,2004-10-19,11:00:00,170200150601,WA,13.1,7.9,5954.636,3947.15553441269,8.41498486938685
1103,947020549,2004-04-19,12:00:00,170200150601,WA,13.5,8.5,5694.87,934.686724146242,1.96695402768677
1104,947020549,2000-10-18,11:50:00,170200150601,WA,13.3,8.11,5854.726,2389.65747234519,5.06150716188892
1105,947020549,2020-04-13,10:55:00,170200150601,WA,11.3,8.7,2737.534,277.211863593998,0.627487590876161
1106,947020549,2017-07-26,13:00:00,170200150601,WA,19.9,8.3,2777.498,805.049910371466,1.39130619207579
1107,947020549,2005-10-17,11:15:00,170200150601,WA,15.8,8.2,5634.924,1925.30434486678,3.76565655964162
1108,947020549,2003-05-19,12:59:00,170200150601,WA,15.8,7.8,2957.336,2598.46429395219,5.08387797952273
1109,947020549,2019-04-17,14:10:00,170200150601,WA,18.2,8.1,5694.87,2533.79102326639,4.60409582434044
1110,947020549,1999-10-20,13:55:00,170200150601,WA,12.6,8.1,6294.33,2602.23066826076,5.63907379001556
1111,947020549,2005-02-08,08:00:00,170200150601,WA,6.1,7.8,7593.16,5814.01589980529,15.7780545595145
1112,947020549,2006-02-14,11:30:00,170200150601,WA,11.5,8.0,7093.61,3639.47806575267,8.17911107474367
1113,947020549,2011-04-25,11:10:00,170200150601,WA,12.1,7.9,4715.752,3106.38246251588,6.84487327596104
1114,947020549,2010-04-05,11:00:00,170200150601,WA,11.0,8.1,5335.194,2173.63366215594,4.96861800238531
1115,947020549,2011-02-22,09:50:00,170200150601,WA,8.7,7.7,7153.556,7115.42823437501,17.5982949807709
1116,947020549,2001-07-31,09:38:00,170200150601,WA,16.2,7.95,4356.076,2694.63630538988,5.20589685475617
1117,947020549,2014-02-12,09:45:00,170200150601,WA,10.1,8.0,6154.456,3118.47620099409,7.34898372573835
1118,24416264,2009-04-06,10:20:00,170200160505,WA,10.7,8.5,3097.21,499.493684781036,1.15370432232644
1119,24416264,2009-02-02,10:05:00,170200160505,WA,10.6,8.2,3576.778,1160.06939686449,2.68843029689545
1120,24416264,2008-02-04,09:10:00,170200160505,WA,10.3,8.2,3416.922,1105.47299554576,2.58823378238127
1121,24416264,2008-10-01,10:06:00,170200160505,WA,15.4,8.2,2317.912,803.611645734927,1.59221710807581
1122,24416264,2011-06-06,08:25:00,170200160505,WA,18.5,7.6,2178.038,3167.50678928421,5.70635537512721
1123,24416264,2008-06-02,09:30:00,170200160505,WA,18.0,8.5,2078.128,368.682519250146,0.674256615804507
1124,24416264,2011-10-03,09:35:00,170200160505,WA,16.3,7.7,2497.75,2793.0358221652,5.38044651398419
1125,24416264,2002-07-31,11:30:00,170200160505,WA,22.0,8.4,2078.128,492.269299824405,0.80086327882141
1126,24416264,2008-03-24,09:30:00,170200160505,WA,9.4,8.1,3636.724,1467.70468624801,3.54411939854433
1127,24416264,2004-10-04,10:30:00,170200160505,WA,14.7,8.1,2377.858,1031.17978962929,2.08882663520668
1128,24416264,2006-10-02,09:30:00,170200160505,WA,15.0,8.2,2637.624,907.700465423347,1.82122441477244
1129,24416264,2008-07-14,08:45:00,170200160505,WA,22.2,8.1,2198.02,1054.13753639819,1.70525884583295
1130,24416264,2001-07-17,13:54:00,170200160505,WA,22.8,8.4,2257.966,539.937533584751,0.858825941410002
1131,24416264,2014-10-07,08:45:00,170200160505,WA,16.7,7.8,2138.074,1912.05753226375,3.63823894910079
1132,24416264,2007-07-09,09:30:00,170200160505,WA,22.7,7.7,2138.074,2615.58992838835,4.17211131149548
1133,24416264,2016-05-23,11:33:00,170200160505,WA,17.7,8.17,2178.038,835.063488048317,1.54109974311701
1134,24416264,2010-02-02,08:40:00,170200160505,WA,11.6,8.0,3496.85,1828.04512201979,4.09622117190985
1135,24416264,2010-03-23,09:45:00,170200160505,WA,9.6,8.0,3956.436,2014.97716074125,4.83196804024561
1136,24416264,2020-05-27,10:35:00,170200160505,WA,17.4,8.59,1954.2396,278.150933271277,0.518038463129545
1137,24416264,2000-01-25,15:40:00,170200160505,WA,11.4,8.2,3416.922,1119.72038925962,2.52589570427336
1138,24416264,2010-07-13,09:35:00,170200160505,WA,19.8,8.0,2557.696,1494.00509702988,2.5896292583202
1139,24416264,2005-10-03,10:30:00,170200160505,WA,14.8,8.2,2158.056,743.519391012016,1.50138155379569
1140,24416264,2019-08-19,10:20:00,170200160505,WA,22.5,8.4,2277.948,542.401910476415,0.870034904557831
1141,24416264,2017-02-13,08:30:00,170200160505,WA,11.2,7.74,3117.192,2968.79684408524,6.74245440748078
1142,24416264,1999-06-28,14:58:00,170200160505,WA,20.7,7.9,2038.164,1526.54563992762,2.57771345659373
1143,24416264,1999-10-12,15:15:00,170200160505,WA,15.3,8.37,2597.66,602.857210551703,1.19818132438151
1144,24416264,2009-07-06,10:10:00,170200160505,WA,21.0,8.1,2297.93,1083.11214620668,1.81311242229809
1145,24416264,2001-05-15,13:43:00,170200160505,WA,18.8,8.5,2178.038,390.057619684692,0.696425550023189
1146,24416264,2017-07-11,11:50:00,170200160505,WA,18.6,8.4,2977.318,669.585268293436,1.20255402121097
1147,24416264,2017-04-03,08:38:00,170200160505,WA,12.6,7.39,3217.102,6989.69663143482,15.1522501783145
1148,24416264,2011-04-11,10:40:00,170200160505,WA,11.8,8.3,2917.372,762.988403922317,1.69842229438417
1149,24416264,2005-02-07,08:30:00,170200160505,WA,10.5,8.2,3217.102,1044.54999471942,2.42905522776141
1150,24416264,1999-02-16,14:33:00,170200160505,WA,13.3,8.7,3356.976,346.107021614815,0.733290516456664
1151,24416264,2012-02-06,08:00:00,170200160505,WA,9.5,8.0,3536.814,1803.60409281724,4.34025325809761
1152,24416264,2020-07-28,11:15:00,170200160505,WA,22.2,8.25,2178.038,735.663280481286,1.1900702060596
1153,24416264,2017-06-05,11:25:00,170200160505,WA,19.6,8.3,1900.2882,552.376855520257,0.963176352557009
1154,24416264,2015-02-02,08:05:00,170200160505,WA,10.8,7.4,3416.922,7089.05265624229,16.3180989510566
1155,24416264,2006-07-05,10:00:00,170200160505,WA,24.3,8.1,2138.074,1056.62045219303,1.61239145688923
1156,24416264,2016-10-04,12:17:00,170200160505,WA,16.6,8.3,2198.02,612.949002260505,1.16990208689204
1157,24416264,2000-05-16,13:53:00,170200160505,WA,20.1,8.6,2218.002,318.263248991309,0.546855415880306
1158,24416264,2009-06-01,09:50:00,170200160505,WA,20.4,8.0,2317.912,1367.49471022744,2.32923840276516
1159,24416264,2014-06-02,08:40:00,170200160505,WA,19.5,7.3,1950.2432,5758.06030843795,10.0698928127552
1160,24416264,1999-05-18,13:15:00,170200160505,WA,17.8,8.8,2317.912,199.434816473722,0.366930940349446
1161,24416264,2010-10-04,09:10:00,170200160505,WA,16.3,7.7,2397.84,2683.29508660599,5.16910395575055
1162,24416264,2007-10-01,10:00:00,170200160505,WA,13.7,8.1,2277.948,976.393490947913,2.04229902600743
1163,24416264,2004-06-07,09:30:00,170200160505,WA,17.1,8.1,2237.984,1001.80785960358,1.88292667216558
1164,24416264,2006-05-30,09:30:00,170200160505,WA,17.1,8.5,2198.02,385.160867141256,0.72392134803196
1165,24416264,2020-04-21,11:30:00,170200160505,WA,15.0,8.5,1976.2198,338.051419357812,0.678322078604036
1166,24416264,2020-10-20,12:00:00,170200160505,WA,13.7,8.2,1878.308,639.878505110582,1.33848013245971
1167,24416264,2013-10-28,08:05:00,170200160505,WA,11.2,7.8,3257.066,2697.60950158511,6.12645850211702
1168,24416264,2015-06-01,09:05:00,170200160505,WA,22.0,8.3,1818.362,546.329207229,0.888840429059095
1169,24416264,2014-02-03,08:30:00,170200160505,WA,10.1,8.41,3436.904,678.859313762451,1.60029353273119
1170,24416264,2018-07-10,10:15:00,170200160505,WA,21.8,8.1,2038.164,973.333070707334,1.59252357288346
1171,24416264,2003-09-29,10:30:00,170200160505,WA,16.6,8.1,2457.786,1091.2578739363,2.08276422278301
1172,24416264,2002-05-15,11:35:00,170200160505,WA,17.3,8.7,2138.074,233.221952927563,0.43567726056377
1173,24416264,2011-02-07,08:55:00,170200160505,WA,10.6,7.6,3496.85,4559.175998127,10.5659064507956
1174,24416264,2011-07-11,09:10:00,170200160505,WA,20.6,8.1,2497.75,1169.10283686139,1.97975351499607
1175,24416264,2000-10-09,14:34:00,170200160505,WA,13.6,8.6,2517.732,332.694113508912,0.698118439557766
1176,24416264,2007-05-29,11:30:00,170200160505,WA,18.5,9.1,1934.2576,79.8518998091559,0.143856416814925
1177,24416264,2001-02-12,12:15:00,170200160505,WA,11.6,7.95,3496.85,2052.88571288674,4.60003784539358
1178,24416264,2012-07-09,09:40:00,170200160505,WA,23.3,8.1,2118.092,1032.20992555267,1.61914197530906
1179,24416264,2020-03-09,12:17:00,170200160505,WA,13.7,8.7,3097.21,321.365818738318,0.67212214470503
1180,24416264,2015-04-13,09:00:00,170200160505,WA,11.9,8.0,2617.642,1381.30445632344,3.06470293379066
1181,24416264,2018-02-12,13:38:00,170200160505,WA,12.8,8.4,3137.174,655.763702956348,1.41226490892333
1182,24416264,2005-05-31,09:30:00,170200160505,WA,19.1,8.2,2417.822,878.705194215631,1.55490607954608
