,COMID,Date,Time,HUC_12,State,Temp.C,pH.std_units,Alkalinity.ueq/kgw,pCO2.uatm,CO2.mg/l
5766,3253369,1996-05-28,14:15:00,140200020611,CO,8.68,7.74,639.424,604.780123651103,1.49795196710234
5767,3253369,1996-09-09,13:20:00,140200020611,CO,15.78,7.98,879.208,518.225877643057,1.01478335056167
5768,3253369,1996-07-08,13:00:00,140200020611,CO,14.32,7.67,599.46,713.875966643053,1.46401311059629
5769,3253369,1997-02-19,09:10:00,140200020611,CO,0.0,7.53,999.1,1396.33361940845,4.79045709980094
5770,3253369,1996-08-19,13:00:00,140200020611,CO,17.41,7.98,959.136,576.856873622327,1.07416209194942
5771,15587710,1997-07-15,08:00:00,41100020405,OH,20.0,8.16,4396.04,1753.09672272597,3.02032137638478
5772,15587710,1992-07-22,,41100020405,OH,15.0,8.07,3656.706,1692.26374934178,3.39498542034405
5773,15587710,2002-07-10,08:50:00,41100020405,OH,19.7,7.81,3636.724,3273.82332601665,5.69065304184871
5774,15587710,1999-07-14,08:40:00,41100020405,OH,17.3,8.52,4096.31,677.362872366492,1.26507838034269
5775,15587710,1990-09-26,09:09:00,41100020405,OH,13.0,7.99,4176.238,2263.70646368161,4.84279603743656
5776,15587710,1990-04-25,,41100020405,OH,12.0,7.5,3157.156,5284.54202285326,11.6852303163034
5777,15587710,1993-07-14,,41100020405,OH,19.0,7.92,3936.454,2715.05924408926,4.81785738804957
5778,15587710,1999-09-20,13:00:00,41100020405,OH,16.8,8.5,4376.058,752.810473685184,1.42764889407333
5779,15587710,1992-09-16,,41100020405,OH,17.0,7.9,4116.292,2893.23168777855,5.45341781722578
5780,15587710,1998-07-16,08:34:00,41100020405,OH,17.4,8.59,2277.948,323.34420345725,0.602184835917424
5781,15587710,1994-07-19,08:45:00,41100020405,OH,19.0,7.6,3576.778,5187.16414941504,9.2049933213096
5782,15587710,2002-04-17,07:50:00,41100020405,OH,14.4,8.46,2397.84,445.992188570294,0.912107424809983
5783,15587710,1996-04-15,10:45:00,41100020405,OH,7.1,8.24,3396.94,966.260567821016,2.53029455581437
5784,15587710,2002-09-18,09:30:00,41100020405,OH,17.1,7.76,3896.49,3797.95015557407,7.13699707723994
5785,15587710,2001-07-24,07:32:00,41100020405,OH,22.1,7.87,4056.346,3276.22130332933,5.31374949833546
5786,15587710,1992-04-16,,41100020405,OH,9.0,8.1,3496.85,1406.04899484239,3.442752884833
5787,15587710,1991-04-10,,41100020405,OH,0.0,7.6,2317.912,2723.37439408106,9.34176663875864
5788,15587710,2003-04-13,12:10:00,41100020405,OH,11.1,7.58,2517.732,3480.57720946774,7.93195437489649
5789,15587710,1994-09-19,09:50:00,41100020405,OH,11.0,7.5,3716.652,6125.61074490525,14.0049560013359
5790,15587710,1993-04-12,,41100020405,OH,6.5,7.91,3436.904,2089.44701471029,5.59117462217559
5791,15587710,2003-09-16,07:40:00,41100020405,OH,16.5,7.77,3856.526,3645.07984244131,6.97736530377959
5792,15587710,1998-04-22,09:50:00,41100020405,OH,11.0,8.51,2977.318,470.942021408614,1.07679653489673
5793,15587710,1998-09-15,07:40:00,41100020405,OH,19.7,7.25,3976.418,13032.2793771658,22.6522341170691
5794,15587710,1996-07-09,11:20:00,41100020405,OH,18.1,8.3,4196.22,1177.1590604733,2.14580883865413
5795,15587710,1995-07-12,07:32:00,41100020405,OH,15.5,7.7,3876.508,4252.33978855631,8.39734375849845
5796,15587710,1991-09-18,,41100020405,OH,18.0,8.1,4236.184,1893.84345302732,3.46265515731857
5797,15587710,1991-07-18,,41100020405,OH,20.0,7.9,4256.166,3111.34643052724,5.3604848493358
5798,15587710,2000-09-25,08:30:00,41100020405,OH,12.1,8.07,3356.976,1501.83255497072,3.30978588845792
5799,15587710,1994-05-05,09:20:00,41100020405,OH,11.0,7.4,3776.598,7837.43802721023,17.918578795813
5800,15587710,1995-09-18,08:30:00,41100020405,OH,14.0,7.74,3616.742,3553.86687375188,7.36087424022275
5801,15587710,2000-04-25,09:30:00,41100020405,OH,15.0,8.1,3456.886,1493.72549735705,2.99675081244041
5802,15587710,1995-04-11,11:35:00,41100020405,OH,7.0,7.02,2178.038,10474.7179803501,27.5322517537031
5803,15587710,1997-04-09,08:05:00,41100020405,OH,2.5,7.81,4316.112,3157.84654687359,9.8133393822117
5804,15587710,1990-07-26,09:01:00,41100020405,OH,16.0,7.9,4156.256,2883.01814482011,5.60473148393299
5805,15587710,2003-07-09,07:30:00,41100020405,OH,18.0,8.88,2237.984,158.84076703324,0.290484104947323
5806,15587710,1996-09-17,09:30:00,41100020405,OH,14.4,8.4,3237.084,689.325254526571,1.40961467434009
5807,15587710,2006-07-13,10:06:00,41100020405,OH,19.12,7.98,2677.588,1622.09809760386,2.86858701047991
5808,15587710,1993-09-09,,41100020405,OH,15.5,7.78,3816.562,3480.27045234924,6.87273836355926
5809,15587710,2007-04-19,07:45:00,41100020405,OH,8.95,8.14,3416.922,1251.80611179566,3.07045431452585
5810,15587710,2006-07-13,08:59:00,41100020405,OH,18.66,7.84,3037.264,2524.43536210188,4.52567743696818
5811,15587710,1999-04-21,08:30:00,41100020405,OH,8.3,8.3,2677.588,674.069183532175,1.69158408766352
5812,15587710,2004-04-14,07:45:00,41100020405,OH,4.4,8.33,1538.614,349.898732128486,1.01184324449278
5813,15587710,2005-09-13,08:30:00,41100020405,OH,19.23,8.2,3916.472,1411.71135964931,2.48804138851159
5814,15587710,2001-04-10,09:50:00,41100020405,OH,10.8,7.47,3077.228,5443.5466075395,12.5308425893328
5815,15587710,2006-09-13,08:49:00,41100020405,OH,20.0,8.06,4076.328,2056.30084253021,3.54283341474791
5816,15587710,2005-04-12,11:45:00,41100020405,OH,13.4,7.16,2957.336,11048.5800397091,23.3339099036924
5817,15587710,2007-08-23,10:03:00,41100020405,OH,22.51,8.18,2357.876,940.950590738467,1.50888870516111
5818,15587544,1994-10-03,09:10:00,41100020404,OH,13.0,7.4,3996.4,8487.80455585361,18.1585713190951
5819,15587544,1995-06-06,07:50:00,41100020404,OH,19.0,7.5,3237.084,5927.1886354747,10.5186356040947
5820,15587544,1990-09-19,10:02:00,41100020404,OH,0.0,7.8,2637.624,1948.41084046728,6.68322404555882
5821,15587544,1995-05-02,08:30:00,41100020404,OH,11.0,7.4,2777.498,5799.95775096074,13.261856592447
5822,15587544,1992-09-15,,41100020404,OH,18.0,7.99,3237.084,1880.48964481711,3.43864298944619
5823,15587544,1997-05-13,08:45:00,41100020404,OH,10.0,8.56,2977.318,413.834091273534,0.978938418135752
5824,15587544,1991-09-18,,41100020404,OH,20.0,8.0,3916.472,2273.82338730104,3.91768190995879
5825,15587544,1994-06-01,08:10:00,41100020404,OH,17.0,7.8,3297.03,2936.0442696043,5.53464373001862
5826,15587544,1996-09-24,08:45:00,41100020404,OH,15.2,8.31,2997.3,797.500395307323,1.5899671456972
5827,15587544,2002-09-17,07:30:00,41100020404,OH,16.9,8.45,2437.804,478.660816108719,0.905167081058911
5828,15587544,1993-04-14,,41100020404,OH,6.5,8.13,2557.696,938.966858625092,2.51284513107594
5829,15587544,1991-04-08,,41100020404,OH,15.5,8.1,3237.084,1409.56378981156,2.78374715205994
5830,15587544,1992-04-14,,41100020404,OH,7.0,8.0,2377.858,1188.31036865513,3.12333514458726
5831,15587544,1996-07-11,10:00:00,41100020404,OH,17.4,8.11,8552.296,3635.49122355885,6.76569820149573
5832,15587544,1991-07-10,,41100020404,OH,21.0,7.9,3756.616,2791.98045563987,4.67294484301434
5833,15587544,1994-08-01,10:19:00,41100020404,OH,19.5,7.6,2737.534,4018.81429255065,7.02759756469153
5834,15587544,1993-09-17,,41100020404,OH,15.5,7.98,3856.526,2211.38123773448,4.36694623451181
5835,15587544,1997-06-24,08:30:00,41100020404,OH,21.7,8.02,2497.75,1430.03350070414,2.34629843694411
5836,15587544,1992-07-23,,41100020404,OH,19.5,8.02,2717.552,1507.37337240043,2.63590632176505
5837,15587544,1997-07-21,08:20:00,41100020404,OH,21.6,8.12,3396.94,1528.99281275731,2.51555723449185
5838,15587544,1996-08-05,08:12:00,41100020404,OH,20.8,8.24,3676.688,1234.28134361871,2.07777952265352
5839,15587544,2001-06-19,11:30:00,41100020404,OH,21.7,7.55,3356.976,5679.63923289136,9.3178455209294
5840,15587544,1998-09-10,07:50:00,41100020404,OH,13.1,7.8,2697.57,2294.85070302688,4.8942673892844
5841,15587544,1998-05-11,08:50:00,41100020404,OH,14.9,7.93,3356.976,2151.82310638627,4.33079592511936
5842,15587544,1995-10-03,08:20:00,41100020404,OH,15.0,8.3,3936.454,1063.24533995365,2.13298529281399
5843,15587544,1994-07-18,09:30:00,41100020404,OH,22.0,7.3,2877.408,8735.07109635427,14.2096805776667
5844,15587544,1999-07-13,08:00:00,41100020404,OH,16.2,7.7,2777.498,3095.66698177828,5.98176964121919
5845,15587544,1990-04-17,,41100020404,OH,10.0,7.6,2497.75,3254.83812974758,7.6999161951097
5846,15587544,1993-07-22,,41100020404,OH,18.0,7.84,3896.49,3193.26753811325,5.83873375862713
5847,15587544,2005-10-17,09:15:00,41100020404,OH,11.31,7.96,3536.814,2021.25383522904,4.57332708767551
5848,15587544,1994-09-06,07:40:00,41100020404,OH,15.0,7.7,3257.066,3563.21899994407,7.14880562690927
5849,15587544,2000-10-11,08:20:00,41100020404,OH,6.6,8.35,2317.912,511.149864221972,1.36302216194184
5850,15587544,1999-09-07,08:15:00,41100020404,OH,17.8,7.78,2697.57,2552.95228614613,4.69691323594973
5851,15587544,1996-06-06,08:40:00,41100020404,OH,13.9,7.9,3596.76,2437.19967720808,5.06427925161324
5852,15587544,2002-06-11,09:20:00,41100020404,OH,21.1,8.43,3097.21,670.085541951291,1.11838055950219
5853,15587544,1996-10-16,08:20:00,41100020404,OH,10.1,8.2,3436.904,1109.24623087296,2.61486369908094
5854,15587544,1998-06-17,08:00:00,41100020404,OH,18.9,9.05,2677.588,125.234878535779,0.222917017175263
5855,15587544,1995-07-10,08:00:00,41100020404,OH,18.0,7.65,3536.814,4509.32497347689,8.24543174186159
5856,15587544,1995-08-08,07:40:00,41100020404,OH,21.0,7.4,2957.336,7024.40093379825,11.7578696408836
5857,15587544,2003-07-10,07:40:00,41100020404,OH,20.6,7.78,1478.668,1468.05496865488,2.48629556420336
5858,15587544,2002-10-08,08:08:00,41100020404,OH,11.8,7.94,2877.408,1739.88732138221,3.87304125365432
5859,15587544,2000-09-18,09:25:00,41100020404,OH,13.5,7.27,2417.822,7044.48939269277,14.8302603724511
5860,15587544,2005-08-29,09:24:00,41100020404,OH,18.13,7.27,2178.038,6751.98079988464,12.2998290241931
5861,15587544,2000-05-17,10:30:00,41100020404,OH,14.0,8.2,2997.3,1016.2009490448,2.10493022608689
5862,15587544,2003-08-18,08:00:00,41100020404,OH,19.8,7.76,2597.66,2647.10280459439,4.58833180657413
5863,15587544,1999-08-10,07:45:00,41100020404,OH,17.4,7.59,4715.752,6807.60608748066,12.6747735138729
5864,15587544,1998-10-05,08:05:00,41100020404,OH,16.0,7.25,2377.858,7493.15990363154,14.5701030245092
5865,15587544,1998-07-07,09:40:00,41100020404,OH,19.1,8.53,2597.66,433.475805173228,0.767034010108008
5866,15587544,1995-09-11,08:00:00,41100020404,OH,15.0,7.47,3936.454,7297.28749610006,14.6392440783327
5867,15587544,1999-05-11,08:40:00,41100020404,OH,13.3,7.9,2857.426,1930.91514302664,4.09128282418132
5868,15587544,2001-07-17,08:25:00,41100020404,OH,22.5,7.51,3157.156,5932.76351641198,9.51548224305208
5869,15587544,2007-04-20,07:45:00,41100020404,OH,12.07,8.37,3057.246,680.171576755867,1.50052251213476
5870,15587544,2003-04-23,08:30:00,41100020404,OH,9.6,7.57,3097.21,4287.85837671083,10.2834384715213
5871,15587544,2001-05-16,07:13:00,41100020404,OH,12.4,7.4,2717.552,5774.41772475826,12.6012121606351
5872,15587544,2006-04-18,09:31:00,41100020404,OH,13.9,7.82,3117.192,2549.94955009074,5.29885987879377
5873,15587544,2006-05-18,11:40:00,41100020404,OH,17.46,7.19,1938.254,7175.5383367551,13.3397039282352
5874,15587544,1998-08-17,09:00:00,41100020404,OH,18.0,7.6,2537.714,3655.95439210657,6.68579198353765
5875,15587544,1999-06-16,08:45:00,41100020404,OH,15.2,6.94,2397.84,15278.7144519482,30.4632678988407
5876,15587544,2003-06-17,07:45:00,41100020404,OH,19.8,7.89,3197.12,2400.57573328072,4.16072461464985
5877,15587544,2005-09-14,08:07:00,41100020404,OH,20.8,7.28,2038.164,6411.2882269317,10.7948207315509
5878,15587544,2001-08-15,08:30:00,41100020404,OH,20.4,7.89,2837.444,2153.18029421112,3.66726882723305
5879,15587544,2002-05-15,10:45:00,41100020404,OH,13.2,8.25,2018.182,607.354891004614,1.29120012608997
5880,15587544,2006-06-15,08:48:00,41100020404,OH,21.36,8.08,3396.94,1672.97574074458,2.7713848913256
5881,15587544,2004-04-21,08:15:00,41100020404,OH,14.4,8.16,2757.516,1033.10839185401,2.11274844281282
5882,15587544,2006-09-13,09:10:00,41100020404,OH,17.96,8.07,2497.75,1210.15111376578,2.21573277018127
5883,15587544,1996-05-07,08:09:00,41100020404,OH,11.3,8.01,2537.714,1299.8085824542,2.94229881749605
5884,15587544,2002-04-18,08:50:00,41100020404,OH,17.4,8.15,2337.894,934.330273955322,1.74006113153365
5885,15587544,2005-04-13,12:00:00,41100020404,OH,14.7,7.55,3037.264,4688.19177252941,9.49601028008881
5886,15587544,2002-07-09,08:02:00,41100020404,OH,22.8,7.63,3356.976,4794.32227085723,7.62493152153869
5887,15587544,2003-09-15,09:00:00,41100020404,OH,18.8,7.43,2997.3,6443.476950532,11.5034451583267
5888,15587544,2003-05-19,07:30:00,41100020404,OH,14.9,7.91,1778.398,1207.95755235639,2.43160132109318
5889,15587544,2002-08-14,09:45:00,41100020404,OH,24.2,7.89,2377.858,1909.50200600111,2.92178336752048
5890,15587188,1997-04-08,09:50:00,41100020602,OH,5.7,8.33,2457.786,562.014073935005,1.54858772187545
5891,15587188,1999-07-14,10:30:00,41100020602,OH,17.2,8.27,4276.148,1271.53814652353,2.38202022979344
5892,15587188,1995-09-18,07:50:00,41100020602,OH,15.0,7.56,3197.12,4835.79155053426,9.7020105298694
5893,15587188,2003-09-16,09:00:00,41100020602,OH,16.8,7.15,4356.076,17255.8296149354,32.724907459929
5894,15587188,1994-07-19,07:55:00,41100020602,OH,18.0,7.5,3536.814,6377.55474597162,11.6615498076688
5895,15587188,1998-04-22,09:28:00,41100020602,OH,10.6,8.06,2777.498,1254.15288450971,2.90674008044547
5896,15587188,1996-04-17,15:55:00,41100020602,OH,12.1,8.81,2497.75,196.248705506901,0.432537468600245
5897,15587188,2006-09-13,09:15:00,41100020602,OH,17.31,7.85,3237.084,2578.79337552175,4.81535169447752
5898,15587188,2005-04-20,11:00:00,41100020602,OH,19.0,7.35,3376.958,8734.44267073703,15.5002601993469
5899,15587188,1993-09-17,,41100020602,OH,15.0,7.85,3856.526,2970.67826103395,5.95958672697514
5900,15587188,2001-07-24,08:29:00,41100020602,OH,21.7,7.69,3856.526,4706.0185252356,7.72010231944294
5901,15587188,1997-07-16,09:34:00,41100020602,OH,19.0,7.98,3956.436,2373.57728493686,4.21188758863701
5902,15587188,1996-07-09,08:30:00,41100020602,OH,17.2,7.81,3916.472,3404.12693612725,6.37737890390155
5903,15587188,2006-07-19,10:02:00,41100020602,OH,20.23,7.8,3696.67,3429.31042604545,5.86914423431623
5904,15587188,1991-04-02,,41100020602,OH,5.0,7.8,4156.256,3194.42777886157,9.03059670309541
5905,15587188,2007-08-28,09:00:00,41100020602,OH,19.85,7.98,3456.886,2104.03598502007,3.64130013580284
5906,15587188,1995-07-11,08:05:00,41100020602,OH,15.0,7.63,3476.868,4465.81750580961,8.9594430869056
5907,15587188,2004-04-19,09:19:00,41100020602,OH,15.5,7.63,3277.048,4241.46289128244,8.37644726247633
5908,15587188,2002-07-10,09:35:00,41100020602,OH,20.8,7.8,3317.012,3108.52382036137,5.23310633694886
5909,15587188,1992-04-13,,41100020602,OH,7.0,8.1,3396.94,1336.80760466037,3.51322530137975
5910,15587188,1999-04-21,09:10:00,41100020602,OH,8.8,8.2,2957.336,943.423251427408,2.32631025610228
5911,15587188,2000-04-25,08:10:00,41100020602,OH,15.0,7.8,2737.534,2384.36516447984,4.78398364991942
5912,15587188,2002-04-17,08:45:00,41100020602,OH,14.0,7.68,3376.958,3817.70766045328,7.90757022400485
5913,15587188,1996-09-17,09:05:00,41100020602,OH,14.7,8.07,3676.688,1694.90430589004,3.43279330913937
5914,15587188,2000-09-25,09:50:00,41100020602,OH,13.4,7.95,2897.39,1745.27345005648,3.6859265059982
5915,15587188,1998-09-15,08:40:00,41100020602,OH,16.6,7.39,3716.652,8471.55269087943,16.166414701411
5916,15587188,2007-04-20,08:50:00,41100020602,OH,11.22,7.94,3596.76,2150.01206631992,4.87934988970885
5917,15587188,1994-05-05,08:45:00,41100020602,OH,11.0,7.7,3317.012,3452.5956377141,7.89401363583921
5918,15587188,1992-09-08,,41100020602,OH,19.0,7.7,3836.544,4408.33698697451,7.82267065766539
5919,15587188,1994-09-19,08:20:00,41100020602,OH,11.0,7.5,4136.274,6801.21042999941,15.548823349112
5920,15587188,1998-07-16,09:17:00,41100020602,OH,17.1,8.43,2977.318,611.976666032962,1.15012382917308
5921,15587188,2003-07-09,09:00:00,41100020602,OH,19.9,7.62,2577.678,3637.08563921685,6.28587160026769
5922,15587188,1993-07-14,,41100020602,OH,18.0,7.93,3876.508,2578.63557734004,4.71491709169138
5923,15587188,1995-04-12,09:50:00,41100020602,OH,10.0,7.35,2198.02,5111.61019664183,12.09287320436
5924,15587188,2001-04-10,08:40:00,41100020602,OH,10.0,6.94,3436.904,20394.5229326663,48.2417926314394
5925,15587188,2006-04-18,10:04:00,41100020602,OH,11.92,7.54,3596.76,5469.20995163128,12.1251299446621
5926,15587188,1993-04-12,,41100020602,OH,6.5,7.86,3416.922,2332.46362732581,6.24148136615875
5927,15587188,2003-04-23,08:30:00,41100020602,OH,9.8,7.69,3556.796,3730.10747104569,8.88394044782887
5928,15587188,1991-07-01,,41100020602,OH,21.0,7.8,3696.67,3465.8506870271,5.80084748225068
5929,15587188,2002-09-18,08:45:00,41100020602,OH,16.6,7.72,3396.94,3619.16606407942,6.90676717556249
5930,15587188,1990-04-11,,41100020602,OH,5.0,7.1,1878.308,7369.09436500056,20.8378137288601
5931,15587188,1990-07-11,09:45:00,41100020602,OH,18.0,7.6,3376.958,4837.82614142701,8.84627070411402
5932,15587188,1991-09-10,,41100020602,OH,20.0,7.6,3756.616,5516.85194338219,9.50545534987503
5933,15587188,1990-09-12,09:02:00,41100020602,OH,21.0,7.7,3816.562,4507.6121341516,7.54435899544461
5934,15587188,1992-07-08,,41100020602,OH,16.0,7.78,3956.436,3628.22867032827,7.05362686624784
5935,15587392,2007-08-28,09:15:00,41100020503,OH,20.17,7.88,2777.498,2151.27971179907,3.68867746615469
5936,15587392,2007-04-20,08:45:00,41100020503,OH,12.99,8.04,2857.426,1390.02896231757,2.97514522702141
5937,15587392,1994-09-19,,41100020503,OH,10.0,7.3,3117.192,8083.16148242986,19.1208421373263
5938,15587392,2006-07-19,09:40:00,41100020503,OH,20.13,7.81,3017.282,2742.84848550611,4.70837003018937
5939,15587392,1990-07-18,10:22:00,41100020503,OH,20.0,7.6,3336.994,4913.02961315813,8.46548892197072
5940,15587392,1996-09-17,08:10:00,41100020503,OH,14.9,8.31,2837.444,752.990857215263,1.51556875200178
5941,15587392,1991-04-08,,41100020503,OH,15.0,7.7,2497.75,2746.59173177172,5.51090870792327
5942,15587392,2006-09-13,09:20:00,41100020503,OH,17.95,8.03,3097.21,1639.8673736634,3.00322260613501
5943,15587392,2003-07-09,08:15:00,41100020503,OH,18.7,7.71,1778.398,2017.54679633316,3.61316407797889
5944,15587392,1995-09-18,08:05:00,41100020503,OH,15.0,7.63,2957.336,3811.02474403072,7.64623933663732
5945,15587392,1999-04-21,09:00:00,41100020503,OH,9.0,8.2,2357.876,757.109164811074,1.8540486234609
5946,15587392,2002-04-17,08:30:00,41100020503,OH,15.1,7.71,2777.498,2982.28522596981,5.96472888923301
5947,15587392,2003-04-13,12:00:00,41100020503,OH,12.0,7.55,2517.732,3771.04102670491,8.33917706799693
5948,15587392,1990-04-18,,41100020503,OH,4.0,7.4,2337.894,4529.17803229384,13.2947753404113
5949,15587392,1998-04-22,08:46:00,41100020503,OH,11.0,7.06,2357.876,10815.7954664474,24.7319922140151
5950,15587392,1995-04-12,09:45:00,41100020503,OH,10.0,7.2,1978.218,6512.94308638091,15.4084909580543
5951,15587392,1992-07-09,,41100020503,OH,20.5,7.8,3436.904,3205.19976934777,5.44284846171705
5952,15587392,2004-04-19,09:03:00,41100020503,OH,15.5,7.66,2457.786,2984.48351979448,5.8946016455531
5953,15587392,1997-07-16,09:10:00,41100020503,OH,20.7,7.95,3177.138,2101.29539899576,3.54776138304022
5954,15587392,1994-05-05,,41100020503,OH,11.0,7.4,2857.426,5963.64536413624,13.6360097345739
5955,15587392,1992-09-15,,41100020503,OH,15.0,7.8,2837.444,2469.68710670841,4.95511604277066
5956,15587392,2001-04-10,08:15:00,41100020503,OH,10.8,6.83,2078.128,16191.0881730441,37.2755963420609
5957,15587392,2006-04-18,09:51:00,41100020503,OH,12.27,7.28,2797.48,7823.16524054504,17.1453658346584
5958,15587392,2002-07-10,09:20:00,41100020503,OH,21.6,7.84,2138.074,1862.09156633168,3.06403857297663
5959,15587392,1993-04-12,,41100020503,OH,6.5,7.67,2557.696,2724.15236399662,7.29033666165151
5960,15587392,1999-07-14,10:00:00,41100020503,OH,18.8,8.44,3157.156,646.950259133393,1.1549600633798
5961,15587392,1993-09-09,,41100020503,OH,16.0,7.89,2617.642,1876.29858613767,3.6482693997726
5962,15587392,1991-09-18,,41100020503,OH,19.0,7.8,3277.048,2997.32073563443,5.31913969662328
5963,15587392,1999-09-20,12:45:00,41100020503,OH,17.4,8.6,3217.102,442.791836307154,0.824547332127322
5964,15587392,1998-07-16,09:06:00,41100020503,OH,17.7,8.6,1878.308,262.197895885799,0.483897821113608
5965,15587392,2001-07-24,08:13:00,41100020503,OH,23.2,7.78,3177.138,3228.17887456863,5.0772519321538
5966,15587392,1997-04-08,09:00:00,41100020503,OH,5.5,8.02,2078.128,977.949514160455,2.71467342672248
5967,15587392,2003-09-16,08:15:00,41100020503,OH,16.6,7.1,2717.552,12168.0237432976,23.2231407798806
5968,15587392,1992-04-14,,41100020503,OH,7.0,7.9,2477.768,1559.894563759,4.09995493523453
5969,15587392,2000-04-25,08:45:00,41100020503,OH,14.5,7.9,2637.624,1812.03718251256,3.69393414625257
5970,15587392,1995-07-11,08:20:00,41100020503,OH,17.0,7.7,3077.228,3458.85186894806,6.52034033675195
5971,15587392,1994-07-19,,41100020503,OH,20.0,7.4,2817.462,6606.38723706259,11.3839496435036
5972,15587392,1993-07-28,,41100020503,OH,23.0,8.03,3077.228,1745.66375903795,2.76092991840984
5973,15587392,2005-04-13,12:15:00,41100020503,OH,14.9,7.9,2277.948,1577.06769214722,3.17443103977466
5974,15587392,2002-09-18,08:30:00,41100020503,OH,16.8,7.73,3037.264,3177.49153834181,6.02687926456144
5975,15587392,2000-09-25,09:40:00,41100020503,OH,13.4,7.89,2417.822,1679.46661036053,3.54714410201325
5976,15587392,1996-07-09,09:35:00,41100020503,OH,19.5,8.03,3237.084,1748.11942902032,3.0567079698947
5977,15587392,1991-07-10,,41100020503,OH,21.0,7.8,3237.084,3043.55832733125,5.09432159531693
5978,15587392,1996-04-17,15:40:00,41100020503,OH,11.4,8.31,2297.93,586.994866542381,1.32433056628813
5979,15587392,1998-09-15,08:00:00,41100020503,OH,17.4,7.45,2757.516,5564.20323950569,10.3620858158365
5980,15587460,2006-04-18,09:45:00,41100020505,OH,20.44,7.65,3117.192,4118.89599600702,7.00688250093669
5981,15587460,1992-07-08,,41100020505,OH,16.0,7.57,3816.562,5692.78750512504,11.0675176048465
5982,15587460,1996-07-09,09:55:00,41100020505,OH,18.9,7.74,3856.526,4033.55797068575,7.17891648323413
5983,15587460,1990-04-11,,41100020505,OH,6.0,7.44,1658.506,3008.8852075616,8.20098379281295
5984,15587460,1994-09-19,08:30:00,41100020505,OH,10.0,7.4,3297.03,6780.76000419013,16.0396566166001
5985,15587460,1994-07-19,08:10:00,41100020505,OH,19.0,7.3,3536.814,10256.6140827802,18.2011921350614
5986,15587460,2007-04-20,09:00:00,41100020505,OH,12.29,8.39,3117.192,663.156409324672,1.45236061079101
5987,15587460,2003-09-16,08:00:00,41100020505,OH,16.2,7.18,3177.138,11732.0019786677,22.6687713310033
5988,15587460,1990-07-11,10:15:00,41100020505,OH,19.0,7.4,3556.796,8187.98157675845,14.5301999156827
5989,15587460,1998-04-22,08:30:00,41100020505,OH,10.6,6.65,1858.326,21906.2881337824,50.7775333100778
5990,15587460,1993-04-12,,41100020505,OH,6.5,7.72,2417.822,2296.55873161817,6.14611550545149
5991,15587460,2000-04-25,09:00:00,41100020505,OH,13.0,7.9,2517.732,1699.13913544415,3.6357063974281
5992,15587460,2006-09-13,09:37:00,41100020505,OH,18.59,7.96,3436.904,2154.82308776099,3.87096411221115
5993,15587460,1991-04-02,,41100020505,OH,5.0,7.8,2797.48,2167.73588469968,6.1291177978469
5994,15587460,1990-09-12,09:32:00,41100020505,OH,22.0,7.4,2977.318,7170.71447961403,11.6647442177804
5995,15587460,1995-07-11,08:30:00,41100020505,OH,16.0,7.6,3656.706,5093.79068298357,9.9031719839413
5996,15587460,1991-09-10,,41100020505,OH,21.0,7.8,4136.274,3868.22300445037,6.47397436034198
5997,15587460,1991-07-01,,41100020505,OH,22.0,7.8,3936.454,3737.14068662235,6.07859768093746
5998,15587460,2002-04-17,08:20:00,41100020505,OH,13.8,7.88,2377.858,1699.35993310864,3.54301645055789
5999,15587460,1997-07-15,09:00:00,41100020505,OH,19.8,7.79,3616.742,3415.32126301148,5.91921685052956
6000,15587460,1992-09-08,,41100020505,OH,19.0,7.7,3057.246,3529.75352499948,6.26417382606266
6001,15587460,1993-09-17,,41100020505,OH,15.5,7.7,3676.688,4037.81698106814,7.97389732596776
6002,15587460,2006-07-19,09:38:00,41100020505,OH,20.25,7.77,2997.3,2994.57003274794,5.12253136608937
6003,15587460,1995-09-18,08:10:00,41100020505,OH,15.0,7.25,3816.562,11761.978152126,23.596292071804
6004,15587460,1999-07-14,09:20:00,41100020505,OH,18.4,8.62,4016.382,530.871842542631,0.959032923120148
6005,15587460,1996-09-17,08:05:00,41100020505,OH,14.9,7.98,2178.038,1253.461487694,2.52308245871258
6006,15587460,1996-04-17,15:30:00,41100020505,OH,11.0,8.2,2098.11,690.735713261446,1.57951742565906
6007,15587460,1999-09-20,12:40:00,41100020505,OH,17.3,8.6,4116.292,562.603112980022,1.05074168474877
6008,15587460,2000-09-25,09:30:00,41100020505,OH,13.0,7.98,3057.246,1707.48984228533,3.65334461564393
6009,15587460,1992-04-13,,41100020505,OH,5.0,7.7,2118.092,2078.23062533854,5.87651076068625
6010,15587460,2003-07-09,08:00:00,41100020505,OH,17.7,7.93,1698.47,1142.85895685787,2.10925288071295
6011,15587460,1998-09-15,08:10:00,41100020505,OH,18.4,7.5,3177.138,5772.66320889984,10.4296350126474
6012,15587460,1997-04-08,08:40:00,41100020505,OH,5.1,7.99,1738.434,875.828469114335,2.46747775024925
6013,15587460,1994-05-05,08:47:00,41100020505,OH,11.0,7.4,2777.498,5799.95775096074,13.261856592447
6014,15587460,2003-04-13,11:50:00,41100020505,OH,12.0,7.58,2417.822,3381.45955410543,7.47775310516573
6015,15587460,2005-04-13,12:10:00,41100020505,OH,14.1,8.1,2357.876,1015.04381161426,2.09594638120719
